,Family,Order,Clade,Clade_2,Clade_3_for_arcs,Genus,Species,Nectary,Structured,Source,URL,Placement,Developmental.stage,Hydathode,Aerophore,Notes,Herbarium,Leaf_area_ellipse_mm,Growth_habit_E1_T0,rhizome_form,Rhizome_form_dual_state,rhizome_diamter_mm,Stipe_diamter_mm,Root_diam_mm,internode.length_mm,HC_reduced_states_no_soldic,Growth_habit_E1_T0_Arb2_climb_3
5347,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Synammia,Synammia_intermedia,NA,NA,,,,,NA,,,,NA,1,NA,NA,NA,NA,,,NA,1
5458,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_asplenifolia,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5459,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_atroviridis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5460,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_chrysleri,NA,NA,,,,,NA,,,,NA,1,short creeping,rhizomatous,NA,NA,,,NA,1
5461,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_eggersii,NA,NA,,,,,NA,,,,344.41875,1,NA,NA,NA,NA,,,NA,1
5462,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_hanekeana,NA,NA,,,,,NA,,,,NA,1,NA,NA,NA,NA,,,NA,1
5463,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_lehmanniana,NA,NA,,,,,NA,,,,NA,1,NA,NA,NA,NA,,,Perforated_dictyostele,1
5464,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Terpsichore,Terpsichore_staheliana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5467,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Thylacopteris,Thylacopteris_papillosa,NA,NA,,,,,NA,,,,76969.2,1,NA,NA,4,2.15,,0.5-12cm,NA,1
5478,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Tomophyllum,Tomophyllum_donianum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5479,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Tomophyllum,Tomophyllum_macrum,NA,NA,,,,,NA,,,,NA,1,NA,NA,NA,NA,,,NA,1
5480,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Tomophyllum,Tomophyllum_perplexum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5481,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Tomophyllum,Tomophyllum_repandulum,NA,NA,,,,,NA,,,,94.2,1,NA,NA,NA,NA,,,NA,1
5482,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Tomophyllum,Tomophyllum_sakaguchianum,NA,NA,,,,,NA,,,,NA,1,NA,NA,NA,NA,,,NA,1
5483,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Tomophyllum,Tomophyllum_secundum,NA,NA,,,,,NA,,,,254.27325,1,NA,NA,NA,NA,,,NA,1
5484,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Tomophyllum,Tomophyllum_subsecundodissectum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5485,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Tomophyllum,Tomophyllum_walleri,NA,NA,,,,,NA,,,,123.6375,1,NA,NA,NA,NA,,,NA,1
5590,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Xiphopterella,Xiphopterella_hieronymusii,NA,NA,,,,,NA,,,,656.5944,1,erect,non-rhizomatous,NA,NA,,,Dictyostele,1
5591,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Xiphopterella,Xiphopterella_sparsipilosa,NA,NA,,,,,NA,,,,206.1675,1,erect,non-rhizomatous,NA,NA,,,Dictyostele,1
5592,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Zealandia,Zealandia_novae-zealandiae,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5593,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Zealandia,Zealandia_powellii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5594,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Zealandia,Zealandia_pustulata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5595,Polypodiaceae,Polypodiales,Eupolypods I,Polypodiaceae,Eupolypods I,Zealandia,Zealandia_vieillardii,NA,NA,,,,,NA,,,,8246.7,1,NA,NA,NA,NA,,,NA,1
26,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Acrostichum,Acrostichum_speciosum,NA,NA,,,,,NA,,,,24543.75,0,erect,non-rhizomatous,NA,0.3,,,Dictyostele,0
24,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Acrostichum,Acrostichum_aureum,No,NA,,,,,NA,,,,48694.8,0,erect,non-rhizomatous,27.5,7.5,,0.01mm,Polycyclic,0
25,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Acrostichum,Acrostichum_danaeifolium,No,NA,pers. obs,,,,NA,,,,95720.625,0,erect,non-rhizomatous,67.5,NA,,0.01mm,Dictyostele,0
27,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Actiniopteris,Actiniopteris_australis,NA,NA,,,,,NA,,,,164.9,0,erect,non-rhizomatous,5.5,0.75,,0.01mm,Dictyostele,0
28,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Actiniopteris,Actiniopteris_dimorpha,NA,NA,,,,,NA,,,,247.401,0,erect,non-rhizomatous,3.5,1,,0.01mm,Dictyostele,0
29,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Actiniopteris,Actiniopteris_radiata,NA,NA,,,,,NA,,,,212.058,0,erect,non-rhizomatous,4,0.88,,0.01mm,Dictyostele,0
30,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Actiniopteris,Actiniopteris_semiflabellata,NA,NA,,,,,NA,,,,970.7544,0,erect,non-rhizomatous,4,0.75,,0.01mm,Dictyostele,0
50,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_alata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_aurea,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_australopedata,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_chlorophylla,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_dactylifera,NA,NA,,,,,NA,,,,2756.754,0,NA,NA,NA,NA,,,NA,0
55,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_dichotoma,NA,NA,,,,,NA,,,,NA,0,short creeping to erect,NA,2,0.88,,,NA,0
56,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_flexuosa,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,NA,0
57,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_lindigii,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,NA,0
58,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_monticola,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,NA,0
59,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_orbignyana,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
60,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_parvisegmenta,NA,NA,,,,,NA,,,,8670.816,0,NA,NA,NA,NA,,,NA,0
61,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_paupercula,NA,NA,,,,,NA,,,,3599.0955,0,NA,NA,NA,NA,,,NA,0
62,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_pedata,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,NA,0
63,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_pentagona,NA,NA,,,,,NA,,,,12576.2175,0,NA,NA,NA,NA,,,NA,0
64,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_perfasciculata,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,NA,0
65,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_propinqua,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
66,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_radiata,NA,NA,,,,,NA,,,,4868.34117,0,erect to short creeping,NA,3,NA,,,Solenostele,0
67,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_reesii,NA,NA,,,,,NA,,,,3038.90895,0,erect,non-rhizomatous,70,1,,0.1mm,NA,0
68,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_regularis,NA,NA,,,,,NA,,,,2276.5,0,erect,non-rhizomatous,2,1.5,,,NA,0
69,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_rupicola,NA,NA,,,,,NA,,,,3140.205915,0,erect,non-rhizomatous,NA,1,,,NA,0
70,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_seemannii,NA,NA,,,,,NA,,,,1101,0,short creeping to erect,NA,4,1.38,,0.1-6mm,NA,0
71,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_senae,NA,NA,,,,,NA,,,,166.8975,0,NA,NA,NA,NA,,,NA,0
72,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_ternata,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,NA,0
73,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_timida,NA,NA,,,,,NA,,,,2503.4625,0,NA,NA,NA,NA,,,NA,0
74,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_trifurcata,NA,NA,,,,,NA,,,,390.245625,0,erect,non-rhizomatous,NA,0.75,,0.1mm,NA,0
75,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_tweediana,NA,NA,,,,,NA,,,,412.1,0,long creeping,rhizomatous,1,0.88,,9-15mm,NA,0
76,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantopsis,Adiantopsis_vincentii,NA,NA,,,,,NA,,,,1434.513465,0,NA,NA,NA,NA,,,NA,0
77,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_abscissum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
78,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_adiantoides,NA,NA,,,,,NA,,,,9719.325,0,NA,NA,3.5,4,,,Solenostele,0
79,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_aethiopicum,NA,NA,,,,,NA,,,,2474.01,0,creeping to long creeping,rhizomatous,1.25,1.13,,3-10mm,Solenostele,0
80,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_alan-smithii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
81,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_alarconianum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
82,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_aleuticum,NA,NA,,,,,NA,,,,12271.875,0,short creeping,rhizomatous,3,1.75,,,Solenostele,0
83,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_alomae,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
84,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_amplum,NA,NA,,,,,NA,,,,2238.39,0,erect,non-rhizomatous,5,2.5,0.5-1mm,0.1mm,Solenostele,0
85,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_anceps,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
86,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_andicola,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
87,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_aneitense,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
88,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_argutum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
89,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_atroviride,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
90,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_braunii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_cajennense,NA,NA,,,,,NA,,,,NA,0,NA,NA,NA,NA,,,Solenostele,0
92,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_calcareum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
93,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_camptorachis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
94,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_capillatum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
95,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_capillus-junonis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
96,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_capillus-veneris,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
97,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_caudatum,NA,NA,,,,,NA,,,,441.7875,0,erect to ascending,NA,3,1.25,,,Solenostele,0
98,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_chienii,NA,NA,,,,,NA,,,,687.225,0,erect,non-rhizomatous,NA,1,,,Solenostele,0
99,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_chilense,NA,NA,,,,,NA,,,,1009.7,0,short creeping to creeping,non-rhizomatous,1.5,1.38,,2-7mm,Solenostele,0
100,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_ciliatum,NA,NA,,,,,NA,,,,671.9097,0,erect,non-rhizomatous,2,0.88,0.25mm,0.1mm,Solenostele,0
101,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_cinnamomeum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
102,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_comorense,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
103,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_concinnum,NA,NA,,,,,NA,,,,6086.85,0,erect to short creeping,NA,3,1.38,,0.1mm,Solenostele,0
104,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_cunninghamii,NA,NA,,,,,NA,,,,3480,0,creeping to long creeping,rhizomatous,2,2,,12-20mm,Solenostele,0
105,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_curvatum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
106,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_davidii,NA,NA,,,,,NA,,,,1570.8,0,long creeping,rhizomatous,0.875,0.88,,3-10mm,Solenostele,0
107,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_dawsonii,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_decoratum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
109,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_deflectens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
110,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_delicatulum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
111,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_deltoideum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
112,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_dentatum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
113,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_diaphanum,NA,NA,,,,,NA,,,,1708.245,0,erect,non-rhizomatous,2,0.63,,0.1mm,Solenostele,0
114,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_digitatum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
115,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_diogoanum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
116,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_discolor,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
117,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_dolosum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
118,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_edgeworthii,NA,NA,,,,,NA,,,,392.7,0,erect,non-rhizomatous,1.75,0.63,,0.1mm,Solenostele,0
119,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_erythrochlamys,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
120,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_excisum,NA,NA,,,,,NA,,,,651.6,0,short creeping to erect,NA,2.5,0.63,,0.1mm,Solenostele,0
121,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_feei,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
122,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_fengianum,NA,NA,,,,,NA,,,,117.81,0,creeping,rhizomatous,NA,NA,,,Solenostele,0
123,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_flabellulatum,NA,NA,,,,,NA,,,,4466.9625,0,erect,non-rhizomatous,3,1.25,,0.1mm,Solenostele,0
124,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_formosanum,NA,NA,,,,,NA,,,,1457.89875,0,creeping,rhizomatous,NA,NA,,,Solenostele,0
125,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_formosum,NA,NA,,,,,NA,,,,54634.3875,0,creeping,rhizomatous,2.75,3.63,,27mm,Solenostele,0
126,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_fournieri,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
127,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_fragile,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
128,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_fuliginosum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
129,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_fulvum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
130,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_galeottianum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_gertrudis,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
132,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_glabrum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
133,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_glaucescens,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
134,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_gracile,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
135,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_gravesii,NA,NA,,,,,NA,,,,159.0435,0,erect,non-rhizomatous,1.25,0.38,0.2-0.25mm,0.1mm,Solenostele,0
136,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_henslovianum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
137,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_hirsutum,NA,NA,,,,,NA,,,,589.05,0,erect to short creeping,NA,3,1.38,0.5mm,,Solenostele,0
138,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_hispidulum,NA,NA,,,,,NA,,,,1622.83275,0,short creeping,rhizomatous,4.5,1.5,0.5-0.75mm,0.1mm,Solenostele,0
139,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_hornei,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_hosei,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_humile,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
142,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_incisum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
143,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_induratum,NA,NA,,,,,NA,,,,1727.88,0,erect to short creeping,NA,4,1.5,0.5-0.75mm,0.1mm,Solenostele,0
144,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_intermedium,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_isthmicum,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_jordanii,NA,NA,,,,,NA,,,,2650.725,0,short creeping,rhizomatous,3.5,1.25,0.25-0.5mm,0.1mm,Solenostele,0
147,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_juxtapositum,NA,NA,,,,,NA,,,,247.401,0,erect,non-rhizomatous,NA,1,,0.1mm,Solenostele,0
148,Pteridaceae,Polypodiales,Pteridineae,Pteridineae,Pteridineae,Adiantum,Adiantum_krameri,NA,NA,,,,,NA,,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
